atm_id,bank_name,lat,lon,district,state,monthly_txn_vol,risk_zone,x_m,y_m,spatial_cluster,risk_score,peak_hour
ATM00196,ICICI,27.255754,75.726132,Udaipur,Rajasthan,12073,LOW,7695188.8787709875,3025388.694,46,0.2012931586302884,10
ATM00197,BOB,26.822813,75.980789,Udaipur,Rajasthan,7178,LOW,7721066.784621257,2977332.243,168,0.171034846595158,20
ATM00198,CANARA,26.800962,76.08883,Udaipur,Rajasthan,7312,LOW,7732045.767433311,2974906.7819999997,114,0.5845239704569918,10
ATM00199,BOB,27.163289,75.737596,Udaipur,Rajasthan,6881,HIGH,7696353.835213053,3015125.079,72,0.15249890854612574,17
ATM00200,IDBI,27.08801,75.96548,Udaipur,Rajasthan,11895,LOW,7719511.104389959,3006769.11,78,0.768298257659186,10
ATM00201,IDBI,26.634587,76.069087,Kota,Rajasthan,6732,LOW,7730039.510015679,2956439.157,187,0.14324056686887407,10
ATM00202,KOTAK,26.916077,76.01582,Kota,Rajasthan,5392,MEDIUM,7724626.588278102,2987684.5470000003,164,0.16437273078640555,11
ATM00203,BOB,26.786435,76.064166,Kota,Rajasthan,9318,MEDIUM,7729539.444536665,2973294.285,114,0.5845239704569918,10
ATM00204,UNION,26.834841,75.444886,Kota,Rajasthan,13605,MEDIUM,7666609.034082777,2978667.3510000003,140,0.09082493829059528,21
ATM00205,AXIS,27.196167,75.501201,Kota,Rajasthan,8499,LOW,7672331.689528958,3018774.537,179,0.23759258844407388,15
ATM00206,BOB,26.78592,76.102343,Kota,Rajasthan,8456,LOW,7733418.940531851,2973237.12,114,0.5845239704569918,10
ATM00207,KOTAK,27.227825,75.838707,Kota,Rajasthan,11458,MEDIUM,7706628.600636453,3022288.5749999997,53,0.23228178083865547,18
ATM00208,BOB,27.004686,75.751212,Kota,Rajasthan,12364,LOW,7697737.475034685,2997520.1459999997,13,0.09958729078472689,20
ATM00209,CANARA,26.767648,75.667365,Bikaner,Rajasthan,2591,HIGH,7689217.054344001,2971208.9280000003,70,0.21031849361198918,9
ATM00210,UNION,27.033163,75.963962,Bikaner,Rajasthan,941,HIGH,7719356.847247682,3000681.093,47,0.15737572233228894,19
ATM00211,IDBI,27.116505,75.990033,Bikaner,Rajasthan,9746,MEDIUM,7722006.147614146,3009932.055,78,0.768298257659186,10
ATM00212,HDFC,26.626244,75.783394,Bikaner,Rajasthan,11030,LOW,7701007.767098417,2955513.084,4,0.49150860676943187,21
ATM00213,CANARA,26.602691,75.82197,Bikaner,Rajasthan,3477,LOW,7704927.80894325,2952898.701,4,0.49150860676943187,21
ATM00214,BOB,26.871471,76.058693,Bikaner,Rajasthan,5863,LOW,7728983.28555137,2982733.281,29,0.32801172038740706,18
ATM00215,KOTAK,26.808041,75.519247,Bikaner,Rajasthan,6029,MEDIUM,7674165.500062239,2975692.551,88,0.22713857349561303,22
ATM00216,BOB,26.662494,75.970357,Bikaner,Rajasthan,5058,MEDIUM,7720006.698647458,2959536.834,48,1.0,10
ATM00217,BOB,26.995153,75.508086,Ajmer,Rajasthan,4633,MEDIUM,7673031.334077426,2996461.983,158,0.15046914899424202,11
ATM00218,CANARA,26.621275,75.927978,Ajmer,Rajasthan,817,MEDIUM,7715700.200997565,2954961.525,48,1.0,10
ATM00219,SBI,26.613334,76.012602,Ajmer,Rajasthan,6233,LOW,7724299.579395463,2954080.074,49,0.08722887242507299,20
ATM00220,HDFC,27.05677,75.494244,Ajmer,Rajasthan,13299,HIGH,7671624.7284361925,3003301.47,3,0.051000251641761585,20
ATM00221,SBI,26.621786,76.127948,Ajmer,Rajasthan,12857,LOW,7736020.88659772,2955018.246,1,0.09341334864768448,10
ATM00222,AXIS,26.82439,75.69675,Ajmer,Rajasthan,3766,MEDIUM,7692203.118985499,2977507.29,142,0.09253243902824983,19
ATM00223,IDBI,27.13136,76.100374,Ajmer,Rajasthan,2996,LOW,7733218.853369042,3011580.96,38,0.10601775816454515,19
ATM00224,CANARA,27.252601,75.964665,Ajmer,Rajasthan,11468,LOW,7719428.285173255,3025038.7109999997,165,0.11581841923373679,19
ATM00225,AXIS,26.825782,75.495751,Alwar,Rajasthan,8119,MEDIUM,7671777.8677730905,2977661.802,88,0.22713857349561303,22
ATM00226,KOTAK,27.106403,75.828183,Alwar,Rajasthan,3249,MEDIUM,7705559.16574494,3008810.733,6,0.37921303625632946,20
ATM00227,HDFC,26.859355,76.071748,Alwar,Rajasthan,13243,MEDIUM,7730309.917298681,2981388.4050000003,29,0.32801172038740706,18
ATM00228,PNB,26.640238,75.782138,Alwar,Rajasthan,2271,MEDIUM,7700880.13404789,2957066.418,4,0.49150860676943187,21
ATM00229,PNB,26.570348,75.765362,Alwar,Rajasthan,9933,MEDIUM,7699175.379226525,2949308.628,94,0.08396206253312267,22
ATM00230,BOB,26.601812,75.520473,Alwar,Rajasthan,6998,HIGH,7674290.084552642,2952801.1319999998,186,0.09630761051178605,17
ATM00231,AXIS,26.644668,75.891747,Alwar,Rajasthan,1745,MEDIUM,7712018.454935759,2957558.148,48,1.0,10
ATM00232,AXIS,27.084631,75.845658,Alwar,Rajasthan,2169,MEDIUM,7707334.952017195,3006394.041,6,0.37921303625632946,20
ATM00233,PNB,28.937421,77.121409,New Delhi,Delhi,14431,MEDIUM,7836975.072910745,3212053.731,50,0.12777172234507234,11
ATM00234,HDFC,28.463898,77.467019,New Delhi,Delhi,13545,HIGH,7872095.501726414,3159492.678,126,0.34521754408605565,17
ATM00235,SBI,28.420417,77.533256,New Delhi,Delhi,6188,MEDIUM,7878826.417624286,3154666.287,103,0.29003063100861787,11
ATM00236,KOTAK,28.272408,77.537915,New Delhi,Delhi,1629,MEDIUM,7879299.85901155,3138237.2879999997,148,0.2399171679534749,11
ATM00237,KOTAK,28.294112,77.4828,New Delhi,Delhi,707,MEDIUM,7873699.1459703315,3140646.432,160,0.3490546532590443,16
ATM00238,CANARA,28.633291,77.554075,New Delhi,Delhi,2229,LOW,7880942.016731701,3178295.301,138,0.09499162269260517,11
ATM00239,KOTAK,28.315558,77.246698,New Delhi,Delhi,10913,HIGH,7849706.77455678,3143026.938,141,0.2741850589717413,16
ATM00240,CANARA,28.942412,77.225168,New Delhi,Delhi,12088,LOW,7847518.924574426,3212607.7320000003,58,0.5685898454997704,18
ATM00241,ICICI,28.704479,77.346024,South Delhi,Delhi,12522,MEDIUM,7859800.1506528,3186197.1689999998,128,0.09238907044984546,11
ATM00242,PNB,28.582079,77.298291,South Delhi,Delhi,10591,MEDIUM,7854949.586639438,3172610.769,91,0.33740094691363515,19
ATM00243,UNION,28.67292,77.489811,South Delhi,Delhi,13191,LOW,7874411.5944713205,3182694.12,39,0.05290234380945794,17
ATM00244,BOB,28.295712,77.055674,South Delhi,Delhi,14028,MEDIUM,7830295.169585614,3140824.032,139,0.0971292658109967,10
ATM00245,PNB,28.929188,77.482185,South Delhi,Delhi,5780,HIGH,7873636.650487789,3211139.868,34,0.7132796125248937,22
ATM00246,HDFC,28.58286,77.293093,South Delhi,Delhi,5069,HIGH,7854421.372788611,3172697.46,91,0.33740094691363515,19
ATM00247,AXIS,28.458067,76.990685,South Delhi,Delhi,12795,LOW,7823691.073788903,3158845.437,63,0.09302746763657226,19
ATM00248,IDBI,28.588489,77.106347,South Delhi,Delhi,11447,LOW,7835444.492491134,3173322.279,134,0.057296403447426356,17
ATM00249,SBI,28.672459,76.913414,North Delhi,Delhi,8598,HIGH,7815838.897477409,3182642.949,161,0.2102825475647181,17
ATM00250,ICICI,28.945976,77.549348,North Delhi,Delhi,8488,LOW,7880461.665274822,3213003.336,24,0.13320937816486586,20
ATM00251,PNB,28.752613,77.234267,North Delhi,Delhi,6076,LOW,7848443.552860049,3191540.043,71,0.19301715068445738,21
ATM00252,IDBI,28.480569,77.428657,North Delhi,Delhi,11988,HIGH,7868197.206277132,3161343.159,126,0.34521754408605565,17
ATM00253,UNION,28.743212,76.972832,North Delhi,Delhi,666,MEDIUM,7821876.875659086,3190496.532,159,0.21080424453005658,17
ATM00254,AXIS,28.901549,77.434776,North Delhi,Delhi,1902,LOW,7868819.010923766,3208071.939,34,0.7132796125248937,22
ATM00255,BOB,28.92876,77.367004,North Delhi,Delhi,8504,MEDIUM,7861932.110366213,3211092.36,31,0.07121309766208946,10
ATM00256,AXIS,28.693291,77.15177,North Delhi,Delhi,11814,LOW,7840060.317374946,3184955.301,41,0.7158896736480388,16
ATM00257,CANARA,28.91681,77.465245,East Delhi,Delhi,7842,MEDIUM,7871915.230204413,3209765.91,34,0.7132796125248937,22
ATM00258,HDFC,28.295553,76.877457,East Delhi,Delhi,5320,LOW,7812184.994931404,3140806.3830000004,17,0.18897563910863047,19
ATM00259,AXIS,28.527424,77.426387,East Delhi,Delhi,5516,MEDIUM,7867966.531894413,3166544.064,173,0.22865012282306887,21
ATM00260,KOTAK,28.954993,76.964292,East Delhi,Delhi,8253,MEDIUM,7821009.052210442,3214004.223,163,0.1383426381947501,22
ATM00261,KOTAK,28.679792,77.125624,East Delhi,Delhi,7471,HIGH,7837403.395608173,3183456.912,41,0.7158896736480388,16
ATM00262,UNION,28.94284,77.448483,East Delhi,Delhi,5919,LOW,7870211.89804444,3212655.24,34,0.7132796125248937,22
ATM00263,CANARA,28.85073,77.187085,East Delhi,Delhi,4938,LOW,7843648.980734297,3202431.03,145,0.11848494461097893,10
ATM00264,AXIS,28.554274,77.050385,East Delhi,Delhi,2476,MEDIUM,7829757.708435747,3169524.414,2,0.30142336289788274,18
ATM00265,KOTAK,28.303363,77.464306,West Delhi,Delhi,2458,MEDIUM,7871819.81027253,3141673.293,160,0.3490546532590443,16
ATM00266,ICICI,28.832931,77.558802,West Delhi,Delhi,3638,LOW,7881422.36818858,3200455.341,156,0.15354893517234292,9
ATM00267,CANARA,28.961546,77.247802,West Delhi,Delhi,5030,MEDIUM,7849818.961569345,3214731.6059999997,58,0.5685898454997704,18
ATM00268,UNION,28.802191,77.520336,West Delhi,Delhi,10277,LOW,7877513.504397533,3197043.201,117,0.2640964018673499,17
ATM00269,HDFC,28.858653,77.032144,West Delhi,Delhi,14141,LOW,7827904.082261658,3203310.483,127,0.1077328497335352,21
ATM00270,AXIS,28.579281,76.949412,West Delhi,Delhi,6412,LOW,7819496.966388917,3172300.191,178,0.22347901226940942,11
ATM00271,SBI,28.931736,77.283322,West Delhi,Delhi,12100,MEDIUM,7853428.456756211,3211422.696,58,0.5685898454997704,18
ATM00272,PNB,28.42395,77.32919,West Delhi,Delhi,1245,HIGH,7858089.501948529,3155058.45,36,0.1656668074696305,18
ATM00273,UNION,28.69659,77.109714,Dwarka,Delhi,5286,MEDIUM,7835786.642555722,3185321.49,41,0.7158896736480388,16
ATM00274,ICICI,28.34339,77.329101,Dwarka,Delhi,10950,HIGH,7858080.457886827,3146116.29,146,0.11015895921992992,15
ATM00275,CANARA,28.628115,77.399623,Dwarka,Delhi,2180,HIGH,7865246.809789085,3177720.765,85,0.16462392014568947,10
ATM00276,IDBI,28.628014,77.455527,Dwarka,Delhi,5158,LOW,7870927.699961565,3177709.554,79,0.1279940116536918,21
ATM00277,CANARA,28.650235,77.251657,Dwarka,Delhi,6082,LOW,7850210.701545284,3180176.085,21,0.16383910569716617,22
ATM00278,SBI,28.877558,77.141438,Dwarka,Delhi,4636,HIGH,7839010.393268225,3205408.938,118,0.05915203547669611,17
ATM00279,CANARA,28.357711,76.879148,Dwarka,Delhi,2369,MEDIUM,7812356.832103728,3147705.9209999996,100,0.15387356166597296,11
ATM00280,BOB,28.792496,77.293217,Dwarka,Delhi,8556,LOW,7854433.973503791,3195967.056,42,0.18767990179059524,21
